종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
472490,HANARO 미국애그테크,2023.11.28,주식-업종섹터-업종테마,엔에이치아문디자산운용,0,iSelect 미국 애그테크 지수 (PR),0.44,3319052265,-0.53,높음,실물(패시브),0.4,배당소득세(보유기간과세)
476260,HANARO 반도체핵심공정주도주,2024.2.27,주식-업종섹터-업종테마,엔에이치아문디자산운용,0,FnGuide 반도체 핵심공정 지수,0.63,4254164384,0.07,매우높음,실물(패시브),0.45,비과세
434730,HANARO 원자력iSelect,2022.6.28,주식-업종섹터-업종테마,엔에이치아문디자산운용,64.93,iSelect 원자력지수 (시장가격),0.35,58715994761,0.05,매우높음,실물(패시브),0.45,비과세
456100,HANARO 유로존국채25년플러스(합성 H),2023.5.16,채권-국공채-장기,엔에이치아문디자산운용,2.74,Bloomberg Euro Treasury 50bn 25+ Year Bond Index,0.04,3149002606,-0.01,보통,합성(패시브),0.2,배당소득세(보유기간과세)
461500,HANARO 종합채권(AA-이상)액티브,2023.10.26,채권-혼합,엔에이치아문디자산운용,0,KAP 종합채권 총수익지수(AA-이상),0.17,75407239481,0.04,매우낮음,실물(액티브),0.02,배당소득세(보유기간과세)
482870,HANARO 주주가치성장코리아액티브,2024.6.11,주식-전략-전략테마,엔에이치아문디자산운용,0,iSelect 주주가치성장 지수,7.87,13234411468,-0.35,낮음,실물(액티브),0.6,배당소득세(보유기간과세)
304770,HANARO 코스닥150,2018.8.14,주식-시장대표,엔에이치아문디자산운용,-4.98,코스닥 150,0.16,18058389563,-0.22,매우높음,실물(패시브),0.2,비과세
306530,HANARO 코스닥150선물레버리지,2018.9.18,주식-시장대표,엔에이치아문디자산운용,-14.36,F-코스닥150 지수,1.89,2732174515,0.16,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
486790,HANARO 코스닥150선물레버리지1.5X,2024.7.9,주식-시장대표,엔에이치아문디자산운용,0,F-코스닥150 지수,0.09,6768446236,-0.72,보통,실물(패시브),0.25,배당소득세(보유기간과세)
375760,HANARO 탄소효율그린뉴딜,2021.2.5,주식-전략-전략테마,엔에이치아문디자산운용,11.66,KRX/S&P 탄소효율 그린뉴딜지수,0.58,9664338111,0.11,보통,실물(패시브),0.2,비과세
215620,HK S&P코리아로우볼,2015.3.25,주식-전략-변동성,흥국자산운용,21.03,S&P Korea 저변동성 지수,2.62,6437478967,-0.64,낮음,실물(패시브),0.4,비과세
391670,HK 베스트일레븐액티브,2021.7.6,주식-시장대표,흥국자산운용,27.13,코스피 200,9.28,5089898802,-1.28,보통,실물(액티브),0.3,배당소득세(보유기간과세)
472920,HK 종합채권(AA-이상)액티브,2023.11.28,채권-혼합-중기,흥국자산운용,0,KAP 종합채권 AA- 이상 지수(총수익),0.21,1.12526E+11,-0.11,매우낮음,실물(액티브),0.036,배당소득세(보유기간과세)
391680,HK 하이볼액티브,2021.7.6,주식-시장대표,흥국자산운용,5.6,코스피 200,5.38,4780422764,-1.23,보통,실물(액티브),0.3,배당소득세(보유기간과세)
472840,ITF 200,2023.12.21,주식-시장대표,아이비케이자산운용,0,코스피 200,0.7,12704932972,-0.31,보통,실물(패시브),0.08,비과세
483570,KCGI 미국S&P500 TOP10,2024.5.28,주식-규모-대형주,케이씨지아이자산운용,0,S&P500 Top10 25% Capped Index(PR),0.45,11334031197,0.01,보통,실물(패시브),0.36,배당소득세(보유기간과세)
407170,KCGI 스마트커머스액티브,2021.11.16,주식-업종섹터-업종테마,케이씨지아이자산운용,22.1,FnGuide 스마트커머스 지수,10,4277338567,-0.23,보통,실물(액티브),0.445,배당소득세(보유기간과세)
407160,KCGI 테크미디어텔레콤액티브,2021.11.16,주식-업종섹터-업종테마,케이씨지아이자산운용,11.86,FnGuide TMT 지수,9.03,5432390092,-0.68,보통,실물(액티브),0.445,배당소득세(보유기간과세)
481050,KODEX 1년은행양도성예금증서+액티브(합성),2024.4.23,기타,삼성자산운용,0,KAP 1년은행 CD+추가금리 지수(총수익지수),0.01,1.47503E+12,0.01,매우낮음,합성(액티브),0.05,배당소득세(보유기간과세)
069500,KODEX 200,2002.10.14,주식-시장대표,삼성자산운용,13.31,코스피 200,0.63,6.80664E+12,-0.23,보통,실물(패시브),0.15,비과세
226980,KODEX 200 중소형,2015.9.1,주식-규모-중형주,삼성자산운용,14.74,코스피 200 중소형주지수,0.51,11024988066,-0.05,보통,실물(패시브),0.3,비과세
337160,KODEX 200ESG,2019.11.14,주식-전략-전략테마,삼성자산운용,14.42,코스피 200 ESG 지수,0.77,34501100036,-0.35,보통,실물(패시브),0.09,비과세
363580,KODEX 200IT TR,2020.9.25,주식-업종섹터-정보기술,삼성자산운용,9.44,코스피200 정보기술 TR,0.12,1.02909E+11,-0.48,높음,실물(패시브),0.15,배당소득세(보유기간과세)
278530,KODEX 200TR,2017.11.21,주식-시장대표,삼성자산운용,15.34,코스피 200 TR,0.22,2.37306E+12,-0.38,보통,실물(패시브),0.05,배당소득세(보유기간과세)
337150,KODEX 200exTOP,2019.11.14,주식-규모-대형주,삼성자산운용,9.93,코스피 200 초대형제외 지수,0.61,16248924600,-0.35,보통,실물(패시브),0.3,비과세
223190,KODEX 200가치저변동,2015.6.26,주식-전략-가치,삼성자산운용,25.23,코스피 200 가치저변동성,1.1,13491491341,-0.24,보통,실물(패시브),0.26,비과세
252650,KODEX 200동일가중,2016.9.20,주식-시장대표,삼성자산운용,10.67,코스피 200 동일가중지수,0.45,6887534402,-0.65,낮음,실물(패시브),0.21,비과세
360140,KODEX 200롱코스닥150숏선물,2020.8.21,주식-전략-전략테마,삼성자산운용,11.06,코스피200 롱 100% 코스닥150 숏 100% 선물지수,1.66,26427437229,0.02,높음,실물(패시브),0.64,배당소득세(보유기간과세)
284430,KODEX 200미국채혼합,2017.11.30,혼합자산-주식+채권,삼성자산운용,11.3,코스피 200 미국채 혼합지수,1.69,81722221209,-0.01,매우낮음,실물(패시브),0.31,배당소득세(보유기간과세)
252670,KODEX 200선물인버스2X,2016.9.22,주식-시장대표,삼성자산운용,-25.51,코스피 200 선물지수,0.43,1.78416E+12,-0.34,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
465680,KODEX 24-12 은행채(AA+이상)액티브,2023.9.12,채권-혼합-단기,삼성자산운용,0,KAP 24-12 은행채 총수익 지수,0.06,2.19519E+12,-0.1,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
476810,KODEX 25-11 은행채(AA-이상)PLUS액티브,2024.3.5,채권-회사채-단기,삼성자산운용,0,"KAP 25-11 은행채 PLUS 지수(AA-이상, 총수익)",0.14,1.00561E+12,0.05,매우낮음,실물(액티브),0.09,배당소득세(보유기간과세)
467940,KODEX 25-11 회사채(A+이상)액티브,2023.10.11,채권-회사채-단기,삼성자산운용,0,KAP 25-11 회사채 총수익 지수,0.11,3.78594E+11,0.08,매우낮음,실물(액티브),0.09,배당소득세(보유기간과세)
473290,KODEX 26-12 회사채(AA-이상)액티브,2023.12.12,채권-회사채-단기,삼성자산운용,0,KAP 26-12 회사채 총수익 지수(AA-이상),0.36,2.29169E+11,0.06,매우낮음,실물(액티브),0.09,배당소득세(보유기간과세)
305720,KODEX 2차전지산업,2018.9.12,주식-업종섹터-업종테마,삼성자산운용,-42.75,FnGuide 2차전지 산업 지수,0.45,1.17244E+12,-0.13,매우높음,실물(패시브),0.46,비과세
462330,KODEX 2차전지산업레버리지,2023.7.4,주식-업종섹터-업종테마,삼성자산운용,-74.78,FnGuide 2차전지 산업 지수,3.21,2.10177E+11,-0.26,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
461950,KODEX 2차전지핵심소재10 Fn,2023.7.4,주식-업종섹터-업종테마,삼성자산운용,-47.15,FnGuide 2차전지핵심소재10 지수,0.5,1.76869E+11,-0.04,매우높음,실물(패시브),0.39,비과세
457690,KODEX 33-06 국고채액티브,2023.5.31,채권-국공채-장기,삼성자산운용,7.02,KAP 33-06 국고채 총수익 지수,0.35,16544124405,0.01,매우낮음,실물(액티브),0.15,배당소득세(보유기간과세)
271060,KODEX 3대농산물선물(H),2017.6.13,원자재-농산물-혼합,삼성자산운용,-27.19,S&P GSCI Grains Select Index ER,1.31,25716646051,-0.03,보통,실물(패시브),0.51,배당소득세(보유기간과세)
457700,KODEX 53-09 국고채액티브,2023.5.31,채권-국공채-장기,삼성자산운용,14.26,KAP 53-09 국고채 총수익 지수,0.75,17581055609,0.03,낮음,실물(액티브),0.15,배당소득세(보유기간과세)
471990,KODEX AI반도체핵심장비,2023.11.21,주식-업종섹터-업종테마,삼성자산운용,0,iSelect AI 반도체핵심장비 지수,0.76,1.83357E+11,0.01,매우높음,실물(패시브),0.39,비과세
487240,KODEX AI전력핵심설비,2024.7.9,주식-업종섹터-업종테마,삼성자산운용,0,iSelect AI 전력핵심설비 지수(Price Return),0.23,74239185609,0.28,매우높음,실물(패시브),0.39,비과세
459580,KODEX CD금리액티브(합성),2023.6.8,기타,삼성자산운용,3.71,KAP 양도성예금증서(CD)금리지수(총수익지수),0.09,9.42702E+12,0.02,매우낮음,합성(액티브),0.02,배당소득세(보유기간과세)
439860,KODEX ESG종합채권(A-이상)액티브,2022.8.23,채권-혼합,삼성자산운용,6.47,"KAP ESG 종합채권지수(A- 이상, 총수익)",0.22,2.82953E+11,-0.08,매우낮음,실물(액티브),0.07,배당소득세(보유기간과세)
368680,KODEX Fn K-뉴딜디지털플러스,2020.11.10,주식-업종섹터-업종테마,삼성자산운용,-18.44,FnGuide K-뉴딜 디지털 플러스 지수,0.27,9177203566,0.03,매우높음,실물(패시브),0.09,비과세
395170,KODEX Fn Top10동일가중,2021.7.30,주식-규모-대형주,삼성자산운용,-2.59,FnGuide TOP10 동일가중 지수,0.82,56011746432,-0.28,높음,실물(패시브),0.15,비과세
337120,KODEX Fn멀티팩터,2019.11.14,주식-전략-혼합/퀀트,삼성자산운용,8.56,FnGuide 멀티팩터 지수,0.62,8262988575,-0.96,낮음,실물(패시브),0.3,비과세
325010,KODEX Fn성장,2019.5.31,주식-전략-성장,삼성자산운용,5.12,FnGuide 성장 지수(PR),0.29,92941884105,-0.37,보통,실물(패시브),0.3,비과세
395160,KODEX Fn시스템반도체,2021.7.30,주식-업종섹터-업종테마,삼성자산운용,23.73,FnGuide 시스템반도체 지수,0.52,47708150280,-0.1,매우높음,실물(패시브),0.45,비과세
395150,KODEX Fn웹툰&드라마,2021.7.30,주식-업종섹터-업종테마,삼성자산운용,-23.96,FnGuide 웹툰&드라마 지수,0.45,23304648867,0.08,매우높음,실물(패시브),0.45,비과세
266370,KODEX IT,2017.3.28,주식-업종섹터-정보기술,삼성자산운용,10.62,KRX 정보기술,0.4,25615578560,-0.01,높음,실물(패시브),0.45,비과세
445290,KODEX K-로봇액티브,2022.11.15,주식-업종섹터-업종테마,삼성자산운용,7.51,iSelect K-로봇테마 지수,6.34,1.67231E+11,-0.37,높음,실물(액티브),0.5,배당소득세(보유기간과세)
401470,KODEX K-메타버스액티브,2021.10.13,주식-업종섹터-업종테마,삼성자산운용,-14.75,FnGuide K-메타버스 지수,6.89,1.30108E+11,-0.43,높음,실물(액티브),0.5,배당소득세(보유기간과세)
385520,KODEX K-미래차액티브,2021.5.25,주식-전략-전략테마,삼성자산운용,-9.48,FnGuide K-미래차 지수,7.21,24827887220,0.04,높음,실물(액티브),0.5,배당소득세(보유기간과세)
385510,KODEX K-신재생에너지액티브,2021.5.25,주식-전략-전략테마,삼성자산운용,18.67,FnGuide K-신재생에너지 플러스 지수,22.09,50267964883,-0.38,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
373490,KODEX K-이노베이션액티브,2020.12.24,주식-전략-전략테마,삼성자산운용,20.18,FnGuide K-이노베이션 지수,18.15,4139629490,-0.93,높음,실물(액티브),0.5,배당소득세(보유기간과세)
445150,KODEX K-친환경선박액티브,2022.11.15,주식-업종섹터-업종테마,삼성자산운용,2.64,FnGuide K-친환경 선박 지수,8.8,33364515524,0.06,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
423160,KODEX KOFR금리액티브(합성),2022.4.26,기타,삼성자산운용,3.66,KOFR 지수,0.06,4.65781E+12,0.01,매우낮음,합성(액티브),0.05,배당소득세(보유기간과세)
292190,KODEX KRX300,2018.3.26,주식-시장대표,삼성자산운용,12.62,KRX 300,0.62,22011929715,-0.02,보통,실물(패시브),0.05,비과세
306950,KODEX KRX300레버리지,2018.10.16,주식-시장대표,삼성자산운용,22.07,KRX 300,4.94,17328532156,-0.89,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
404260,KODEX KRX기후변화솔루션,2021.10.29,주식-전략-전략테마,삼성자산운용,-14.17,KRX 기후변화 솔루션지수,0.57,18667360165,-0.62,매우높음,실물(패시브),0.09,비과세
229720,KODEX KTOP30,2015.10.14,주식-시장대표,삼성자산운용,-0.3,KTOP 30,0.57,9069660049,-0.58,보통,실물(패시브),0.21,비과세
291890,KODEX MSCI EM선물(H),2018.3.23,주식-시장대표,삼성자산운용,5.83,iEdge Emerging Markets Futures Index(ER),0.58,5947033394,0.46,보통,실물(패시브),0.41,배당소득세(보유기간과세)
289040,KODEX MSCI KOREA ESG유니버설,2018.2.7,주식-전략-전략테마,삼성자산운용,10.41,MSCI Korea ESG Universal Capped Index,0.97,14833492220,-1.01,보통,실물(패시브),0.26,비과세
156080,KODEX MSCI Korea,2012.4.30,주식-시장대표,삼성자산운용,10.11,MSCI Korea Index,0.67,14732306222,-0.98,보통,실물(패시브),0.09,비과세
278540,KODEX MSCI Korea TR,2017.11.9,주식-시장대표,삼성자산운용,12.99,MSCI Korea TR Index,0.25,4.92475E+11,-0.34,보통,실물(패시브),0.09,배당소득세(보유기간과세)
275280,KODEX MSCI모멘텀,2017.7.11,주식-전략-성장,삼성자산운용,11.28,MSCI Korea IMI Momentum Capped,0.74,8329071732,-0.48,매우높음,실물(패시브),0.26,비과세
275290,KODEX MSCI밸류,2017.7.11,주식-전략-가치,삼성자산운용,10.02,MSCI Korea IMI Enhanced Value Capped,1.69,7228376007,-0.64,낮음,실물(패시브),0.26,비과세
275300,KODEX MSCI퀄리티,2017.7.11,주식-전략-혼합/퀀트,삼성자산운용,15.34,MSCI Korea IMI Quality Capped,1.24,6825394059,-0.93,보통,실물(패시브),0.26,비과세
269420,KODEX S&P글로벌인프라(합성),2017.5.16,주식-업종섹터,삼성자산운용,18.74,S&P Global Infrastructure Index,0.36,27758965143,-0.21,보통,합성(패시브),0.22,배당소득세(보유기간과세)
433970,KODEX TDF2030액티브,2022.6.30,혼합자산-주식+채권,삼성자산운용,15.3,Samsung Korea Target Date 2030 Index (Price Return),1.95,14272283994,-0.13,매우낮음,실물(액티브),0.2,배당소득세(보유기간과세)
433980,KODEX TDF2040액티브,2022.6.30,혼합자산-주식+채권,삼성자산운용,19.3,Samsung Korea Target Date 2040 Index (Price Return),2.53,13724671041,0.03,매우낮음,실물(액티브),0.25,배당소득세(보유기간과세)
434060,KODEX TDF2050액티브,2022.6.30,혼합자산-주식+채권,삼성자산운용,21.86,Samsung Korea Target Date 2050 Index (Price Return),3.66,87405486987,0.18,매우낮음,실물(액티브),0.3,배당소득세(보유기간과세)
329650,KODEX TRF3070,2019.7.4,혼합자산-주식+채권,삼성자산운용,14.3,FnGuide TRF 3070 지수,0.95,1.67957E+11,0.2,매우낮음,실물(패시브),0.24,배당소득세(보유기간과세)
329660,KODEX TRF5050,2019.7.4,혼합자산-주식+채권,삼성자산운용,20.01,FnGuide TRF 5050 지수,1.17,36362421084,0.16,매우낮음,실물(패시브),0.17,배당소득세(보유기간과세)
329670,KODEX TRF7030,2019.7.4,혼합자산-주식+채권,삼성자산운용,25.23,FnGuide TRF 7030 지수,2.66,40179730284,0.15,매우낮음,실물(패시브),0.1,배당소득세(보유기간과세)
315930,KODEX Top5PlusTR,2019.1.22,주식-전략-전략테마,삼성자산운용,38.63,FnGuide TOP 5 Plus Total Return 지수,0.64,1.26035E+12,-0.11,높음,실물(패시브),0.145,배당소득세(보유기간과세)
261220,KODEX WTI원유선물(H),2016.12.27,원자재-에너지-원유,삼성자산운용,20.12,S&P GSCI Crude Oil Index ER,0.83,55550255006,0.86,매우높음,실물(패시브),0.31,배당소득세(보유기간과세)
271050,KODEX WTI원유선물인버스(H),2017.6.13,원자재-에너지-원유,삼성자산운용,-19.19,S&P GSCI Crude Oil Index ER,1.11,46079578836,-0.67,매우높음,실물(패시브),0.35,배당소득세(보유기간과세)
468370,KODEX iShares미국인플레이션국채액티브,2023.10.19,채권-국공채,삼성자산운용,0,ICE U.S. Treasury Inflation Linked Bond Index(Total Return),0.76,7943669079,0,매우낮음,실물(액티브),0.1,배당소득세(보유기간과세)
468630,KODEX iShares미국투자등급회사채액티브,2023.10.19,채권-회사채,삼성자산운용,0,Markit iBoxx USD Liquid Investment Grade Index(Total Return),1.77,16101009489,-0.06,매우낮음,실물(액티브),0.1,배당소득세(보유기간과세)
468380,KODEX iShares미국하이일드액티브,2023.10.19,채권-회사채,삼성자산운용,0,ICE BofAML US HY Constrained Index(Total Return),3.14,24900974424,0.06,매우낮음,실물(액티브),0.15,배당소득세(보유기간과세)
117700,KODEX 건설,2009.10.30,주식-업종섹터-건설,삼성자산운용,-9.33,KRX 건설,0.76,26139148708,0.16,높음,실물(패시브),0.45,비과세
300950,KODEX 게임산업,2018.7.24,주식-업종섹터-업종테마,삼성자산운용,-3.17,FnGuide 게임 산업 지수,0.38,23320953322,-0.45,매우높음,실물(패시브),0.45,비과세
266390,KODEX 경기소비재,2017.3.28,주식-업종섹터-경기소비재,삼성자산운용,-3.89,KRX 경기소비재,0.53,4320489994,0.05,보통,실물(패시브),0.45,비과세
279530,KODEX 고배당,2017.10.17,주식-전략-배당,삼성자산운용,19.7,FnGuide 고배당 Plus 지수,1.35,26922030588,-0.24,낮음,실물(패시브),0.26,비과세
132030,KODEX 골드선물(H),2010.10.1,원자재-금속-금,삼성자산운용,21.02,S&P GSCI Gold Index(TR),0.65,1.5806E+11,0.57,낮음,실물(패시브),0.6,배당소득세(보유기간과세)
280940,KODEX 골드선물인버스(H),2017.11.9,원자재-금속-금,삼성자산운용,-15.23,S&P GSCI GOLD Index Excess Return,1.43,2645140293,-0.14,보통,실물(패시브),0.41,배당소득세(보유기간과세)
138910,KODEX 구리선물(H),2011.3.15,원자재-금속-구리,삼성자산운용,11.18,S&P GSCI North American Copper Index(TR),1.34,13717555151,-0.14,보통,실물(패시브),0.6,배당소득세(보유기간과세)
471230,KODEX 국고채10년액티브,2023.11.14,채권-국공채-장기,삼성자산운용,0,KAP 국고채 10년 지수(TR),0.79,2.29157E+11,-0.04,매우낮음,실물(액티브),0.015,배당소득세(보유기간과세)
439870,KODEX 국고채30년액티브,2022.8.23,채권-국공채-장기,삼성자산운용,15.32,KAP 국고채 30년 총수익 지수,0.42,3.05318E+11,0.03,낮음,실물(액티브),0.05,배당소득세(보유기간과세)
114260,KODEX 국고채3년,2009.7.29,채권-국공채-중기,삼성자산운용,4.75,MKF 국고채지수(총수익),0.1,3.7439E+11,0.03,매우낮음,실물(패시브),0.15,배당소득세(보유기간과세)
152380,KODEX 국채선물10년,2012.1.20,채권-국공채-장기,삼성자산운용,6.85,10년국채선물지수,0.13,57497311217,-0.09,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
176950,KODEX 국채선물10년인버스,2013.5.31,채권-국공채-장기,삼성자산운용,-0.84,10년국채선물지수,0.11,6443680905,0.04,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
292770,KODEX 국채선물3년인버스,2018.4.13,채권-국공채-중기,삼성자산운용,1.89,국채선물지수,0.11,6852233100,-0.04,매우낮음,실물(패시브),0.05,배당소득세(보유기간과세)
276990,KODEX 글로벌로봇(합성),2017.8.17,주식-업종섹터-업종테마,삼성자산운용,5.89,ROBO Global Robotics & Automation UCITS Price Return Index,0.67,28931336207,0.15,낮음,합성(패시브),0.26,배당소득세(보유기간과세)
476070,KODEX 글로벌비만치료제TOP2 Plus,2024.2.14,주식-업종섹터-업종테마,삼성자산운용,0,iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),0.56,1.07104E+11,0.63,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
102960,KODEX 기계장비,2008.5.29,주식-업종섹터-산업재,삼성자산운용,-8.98,KRX 기계장비,0.36,9607576930,-0.27,매우높음,실물(패시브),0.45,비과세
273140,KODEX 단기변동금리부채권액티브,2017.6.29,채권-혼합-단기,삼성자산운용,3.71,KAP 단기변동금리부은행채권지수,0.05,2.92512E+11,0.02,매우낮음,실물(액티브),0.15,배당소득세(보유기간과세)
153130,KODEX 단기채권,2012.2.22,채권-국공채-단기,삼성자산운용,3.64,KRW Cash 지수(총수익),0.07,7.65558E+11,0.02,매우낮음,실물(패시브),0.15,배당소득세(보유기간과세)
214980,KODEX 단기채권PLUS,2015.3.3,채권-혼합-단기,삼성자산운용,3.9,KRW Cash PLUS 지수(총수익),0.07,1.45227E+12,0.02,매우낮음,실물(패시브),0.15,배당소득세(보유기간과세)
122630,KODEX 레버리지,2010.2.22,주식-시장대표,삼성자산운용,23.21,코스피 200,3.37,1.94717E+12,-1.08,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
321410,KODEX 멀티에셋하이인컴(H),2019.6.5,혼합자산,삼성자산운용,4.23,Morningstar Multi-Asset High Income 10% Capped Index,1.68,4892100974,-0.45,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
244620,KODEX 모멘텀Plus,2016.5.13,주식-전략-성장,삼성자산운용,12.66,FnGuide 모멘텀 Plus 지수,0.41,7118643436,-0.3,높음,실물(패시브),0.3,비과세
308620,KODEX 미국10년국채선물,2018.10.19,채권-국공채-장기,삼성자산운용,6.87,S&P 10-Year U.S. Treasury Note Futures KRW(ER),1.76,52202457328,-0.09,매우낮음,실물(패시브),0.09,배당소득세(보유기간과세)
481060,KODEX 미국30년국채+12%프리미엄(합성 H),2024.4.30,채권-국공채-장기,삼성자산운용,0,Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR),0.26,1.78514E+11,-0.14,낮음,합성(패시브),0.25,배당소득세(보유기간과세)
484790,KODEX 미국30년국채액티브(H),2024.6.18,채권-국공채-장기,삼성자산운용,0,KEDI-KAP 미국 국채 20+ 지수(TR),3.08,2.10947E+11,-0.2,낮음,실물(액티브),0.015,배당소득세(보유기간과세)
304660,KODEX 미국30년국채울트라선물(H),2018.9.12,채권-국공채-장기,삼성자산운용,-6.75,S&P Ultra T-Bond Futures Index(ER),0.47,3.34259E+11,-0.35,보통,실물(패시브),0.26,배당소득세(보유기간과세)
304670,KODEX 미국30년국채울트라선물인버스(H),2018.9.12,채권-국공채-장기,삼성자산운용,8.41,S&P Ultra T-Bond Futures Index(ER),1.4,6673519604,0.2,보통,실물(패시브),0.26,배당소득세(보유기간과세)
487230,KODEX 미국AI전력핵심인프라,2024.7.9,주식-업종섹터-업종테마,삼성자산운용,0,iSelect 미국AI전력핵심인프라 지수(Price Return),1.84,37150596771,-0.01,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
485540,KODEX 미국AI테크TOP10,2024.6.25,주식-업종섹터-업종테마,삼성자산운용,0,KEDI 미국AI테크 TOP10 지수(PR),0.25,75356624158,0.85,매우높음,실물(패시브),0.3,배당소득세(보유기간과세)
483280,KODEX 미국AI테크TOP10+15%프리미엄,2024.5.28,주식-전략-구조화,삼성자산운용,0,KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return),1.91,2.62299E+11,0.59,보통,실물(패시브),0.39,배당소득세(보유기간과세)
428560,KODEX 미국ETF산업Top10 Indxx,2022.5.17,주식-업종섹터-업종테마,삼성자산운용,31.67,Indxx US ETF Industry Top10 Index(Price Return),0.3,8855466211,0.28,낮음,실물(패시브),0.5,배당소득세(보유기간과세)
449180,KODEX 미국S&P500(H),2022.12.2,주식-시장대표,삼성자산운용,20.31,S&P 500,0.23,2.87655E+11,0.34,낮음,실물(패시브),0.009,배당소득세(보유기간과세)
379800,KODEX 미국S&P500TR,2021.4.9,주식-시장대표,삼성자산운용,37.48,S&P 500 Total Return Index,0.16,1.56305E+12,0.36,낮음,실물(패시브),0.009,배당소득세(보유기간과세)
453660,KODEX 미국S&P500경기소비재,2023.3.21,주식-업종섹터-경기소비재,삼성자산운용,21.75,S&P Consumer Discretionary Select Sector Index(Price Return),0.29,11493624994,0.13,보통,실물(패시브),0.25,배당소득세(보유기간과세)
453650,KODEX 미국S&P500금융,2023.3.21,주식-업종섹터-금융,삼성자산운용,40.54,S&P Financial Select Sector Index(Price Return),0.23,15086695847,0.42,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),2017.8.10,주식-전략-구조화,삼성자산운용,-8.44,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,0.15,39492600556,-0.63,매우낮음,합성(패시브),0.26,배당소득세(보유기간과세)
200030,KODEX 미국S&P500산업재(합성),2014.6.12,주식-업종섹터-산업재,삼성자산운용,27.81,S&P Select Sector Industrial Index,0.11,17154505151,0.26,낮음,합성(패시브),0.21,배당소득세(보유기간과세)
219480,KODEX 미국S&P500선물(H),2015.5.29,주식-시장대표,삼성자산운용,20.33,S&P 500 Futures Total Return Index,0.55,1.40529E+11,0.29,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
218420,KODEX 미국S&P500에너지(합성),2015.4.28,주식-업종섹터-에너지화학,삼성자산운용,25.71,S&P Select Sector Energy Index,0.14,52226393856,0.18,높음,합성(패시브),0.21,배당소득세(보유기간과세)
463640,KODEX 미국S&P500유틸리티,2023.8.1,주식-업종섹터-업종테마,삼성자산운용,0,S&P Utilities Select Sector Index(Price Return),0.44,26780120887,-0.27,보통,실물(패시브),0.25,배당소득세(보유기간과세)
463690,KODEX 미국S&P500커뮤니케이션,2023.8.1,주식-업종섹터-커뮤니케이션서비스,삼성자산운용,0,S&P Communication Services Select Sector Index(Price Return),0.32,12126500209,0.23,보통,실물(패시브),0.25,배당소득세(보유기간과세)
463680,KODEX 미국S&P500테크놀로지,2023.8.1,주식-업종섹터-정보기술,삼성자산운용,0,S&P Technology Select Sector Index(Price Return),0.19,18379733599,0.11,보통,실물(패시브),0.25,배당소득세(보유기간과세)
453630,KODEX 미국S&P500필수소비재,2023.3.21,주식-업종섹터-생활소비재,삼성자산운용,18.93,S&P Consumer Staples Select Sector Index(Price Return),0.55,11115206499,0.43,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
453640,KODEX 미국S&P500헬스케어,2023.3.21,주식-업종섹터-헬스케어,삼성자산운용,27.02,S&P Health Care Select Sector Index(Price Return),0.24,18470285813,0.56,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
185680,KODEX 미국S&P바이오(합성),2013.10.31,주식-업종섹터-헬스케어,삼성자산운용,27.91,S&P Biotechnology Select Industry Index,0.34,20089084895,0.49,매우높음,합성(패시브),0.21,배당소득세(보유기간과세)
449190,KODEX 미국나스닥100(H),2022.12.2,주식-시장대표,삼성자산운용,23.28,NASDAQ 100,0.24,2.5138E+11,0.6,보통,실물(패시브),0.009,배당소득세(보유기간과세)
379810,KODEX 미국나스닥100TR,2021.4.9,주식-시장대표,삼성자산운용,39.86,NASDAQ-100 Total Return Index,0.13,1.16118E+12,0.58,보통,실물(패시브),0.009,배당소득세(보유기간과세)
409820,KODEX 미국나스닥100레버리지(합성 H),2021.12.9,주식-시장대표,삼성자산운용,49.28,NASDAQ 100,0.6,2.05792E+11,1.42,매우높음,합성(패시브),0.3,배당소득세(보유기간과세)
