종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
453640,KODEX 미국S&P500헬스케어,2023.3.21,주식-업종섹터-헬스케어,삼성자산운용,27.02,S&P Health Care Select Sector Index(Price Return),0.24,18470285813,0.56,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
185680,KODEX 미국S&P바이오(합성),2013.10.31,주식-업종섹터-헬스케어,삼성자산운용,27.91,S&P Biotechnology Select Industry Index,0.34,20089084895,0.49,매우높음,합성(패시브),0.21,배당소득세(보유기간과세)
449190,KODEX 미국나스닥100(H),2022.12.2,주식-시장대표,삼성자산운용,23.28,NASDAQ 100,0.24,2.5138E+11,0.6,보통,실물(패시브),0.009,배당소득세(보유기간과세)
379810,KODEX 미국나스닥100TR,2021.4.9,주식-시장대표,삼성자산운용,39.86,NASDAQ-100 Total Return Index,0.13,1.16118E+12,0.58,보통,실물(패시브),0.009,배당소득세(보유기간과세)
409820,KODEX 미국나스닥100레버리지(합성 H),2021.12.9,주식-시장대표,삼성자산운용,49.28,NASDAQ 100,0.6,2.05792E+11,1.42,매우높음,합성(패시브),0.3,배당소득세(보유기간과세)
304940,KODEX 미국나스닥100선물(H),2018.8.30,주식-시장대표,삼성자산운용,22.57,NASDAQ 100,0.69,1.28463E+11,0.55,보통,실물(패시브),0.05,배당소득세(보유기간과세)
409810,KODEX 미국나스닥100선물인버스(H),2021.12.9,주식-시장대표,삼성자산운용,-17.43,NASDAQ 100,0.72,16889314867,-0.47,보통,실물(패시브),0.3,배당소득세(보유기간과세)
455030,KODEX 미국달러SOFR금리액티브(합성),2023.4.4,기타,삼성자산운용,15.72,Bloomberg SOFR Daily Total Return Index,0.23,3.54231E+11,0,매우낮음,합성(액티브),0.15,배당소득세(보유기간과세)
280930,KODEX 미국러셀2000(H),2017.11.9,주식-시장대표,삼성자산운용,11.31,FTSE Russell 2000 Index,1.21,38315082093,0.3,높음,실물(패시브),0.41,배당소득세(보유기간과세)
411420,KODEX 미국메타버스나스닥액티브,2021.12.22,주식-업종섹터-업종테마,삼성자산운용,41.34,Nasdaq CB Insights Metaverse US Index (Price Return),10.55,53017270254,0.5,높음,실물(액티브),0.5,배당소득세(보유기간과세)
390390,KODEX 미국반도체MV,2021.6.30,주식-업종섹터-업종테마,삼성자산운용,78.5,MVIS US Listed Semiconductor 25 Index,0.19,6.08945E+11,2.6,매우높음,실물(패시브),0.09,배당소득세(보유기간과세)
483290,KODEX 미국배당+10%프리미엄다우존스,2024.5.28,주식-전략-배당,삼성자산운용,0,Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return),0.62,47006895215,0.09,낮음,실물(패시브),0.39,배당소득세(보유기간과세)
441640,KODEX 미국배당프리미엄액티브,2022.9.27,주식-시장대표,삼성자산운용,19.04,S&P 500,7.45,74076733174,0.18,매우낮음,실물(액티브),0.19,배당소득세(보유기간과세)
352560,KODEX 미국부동산리츠(H),2020.5.13,부동산-리츠,삼성자산운용,2.87,Dow Jones U.S. Real Estate PR Index,0.97,23693366876,0.28,보통,실물(패시브),0.09,배당소득세(분리과세부동산ETF)
314250,KODEX 미국빅테크10(H),2019.1.10,주식-업종섹터-업종테마,삼성자산운용,37.93,NYSE U.S. Big TECH 10 INDEX,0.3,5.82134E+11,0.71,높음,실물(패시브),0.45,배당소득세(보유기간과세)
473460,KODEX 미국서학개미,2023.12.27,주식-전략-전략테마,삼성자산운용,0,iSelect 서학개미 지수(PR),0.75,11912952577,0.14,높음,실물(패시브),0.25,배당소득세(보유기간과세)
390400,KODEX 미국스마트모빌리티S&P,2021.6.30,주식-업종섹터-업종테마,삼성자산운용,-8.56,S&P Kensho Smart Transportation,0.57,9797444620,-0.55,높음,실물(패시브),0.09,배당소득세(보유기간과세)
437080,KODEX 미국종합채권ESG액티브(H),2022.8.9,채권-혼합-중기,삼성자산운용,4,Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return),1.85,82015674170,-0.04,매우낮음,실물(액티브),0.18,배당소득세(보유기간과세)
419420,KODEX 미국클린에너지나스닥,2022.3.22,주식-업종섹터-업종테마,삼성자산운용,-26.75,Nasdaq Clean Edge Green Energy Index (Price Return),0.47,10409507885,-0.36,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
251350,KODEX 선진국MSCI World,2016.8.17,주식-시장대표,삼성자산운용,31.58,MSCI World,1.38,3.8351E+11,0.43,낮음,실물(패시브),0.3,배당소득세(해외주식투자전용ETF)
446690,KODEX 아시아AI반도체exChina액티브,2023.2.1,주식-업종섹터-업종테마,삼성자산운용,46.94,iSelect 아시아반도체 제조동맹 지수(시장가격),10.45,10011935989,-3.39,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
437070,KODEX 아시아달러채권ESG플러스액티브,2022.8.9,채권-혼합-중기,삼성자산운용,16.73,Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return),2.02,71582116895,-0.03,매우낮음,실물(액티브),0.18,배당소득세(보유기간과세)
456250,KODEX 유럽명품TOP10 STOXX,2023.4.25,주식-업종섹터-업종테마,삼성자산운용,-0.22,STOXX Europe Luxury 10 Index(Price Return),0.85,16755813111,-0.74,보통,실물(패시브),0.45,배당소득세(보유기간과세)
400570,KODEX 유럽탄소배출권선물ICE(H),2021.9.30,기타,삼성자산운용,-25.61,ICE EUA Carbon Futures Index(Excess Return),1.6,44821062063,-0.25,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
144600,KODEX 은선물(H),2011.7.18,원자재-금속-은,삼성자산운용,16.3,S&P GSCI Silver Index(TR),1.21,81488522761,1.02,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
453810,KODEX 인도Nifty50,2023.4.21,주식-시장대표,삼성자산운용,31.47,Nifty 50 Index,0.69,5.04896E+11,-0.44,낮음,실물(패시브),0.19,배당소득세(보유기간과세)
453820,KODEX 인도Nifty50레버리지(합성),2023.4.21,주식-시장대표,삼성자산운용,64.58,Nifty 50 Index,0.8,56212789675,-0.3,매우높음,합성(패시브),0.39,배당소득세(보유기간과세)
477730,KODEX 인도타타그룹,2024.5.8,주식-전략-기업그룹,삼성자산운용,0,Nifty India Corporate Group Index - Tata Group 25% Cap(PR),1.25,71261445683,-0.71,높음,실물(패시브),0.45,배당소득세(보유기간과세)
101280,KODEX 일본TOPIX100,2008.2.20,주식-시장대표,삼성자산운용,27.75,TOPIX100,1.1,30560139794,-1.67,보통,실물(패시브),0.37,배당소득세(해외주식투자전용ETF)
352540,KODEX 일본부동산리츠(H),2020.5.13,부동산-리츠,삼성자산운용,-6.31,Tokyo Stock Exchange REIT Index,1.43,14856595073,0.1,낮음,실물(패시브),0.3,배당소득세(분리과세부동산ETF)
419430,KODEX 차이나2차전지MSCI(합성),2022.3.22,주식-업종섹터-업종테마,삼성자산운용,-25.3,MSCI China all shares IMI Select Batteries Index(Price Return),1.51,21686343746,-0.37,매우높음,합성(패시브),0.25,배당소득세(보유기간과세)
169950,KODEX 차이나A50,2013.1.21,주식-시장대표,삼성자산운용,7.99,FTSE China A50 Index,1.63,22826437632,-0.51,낮음,실물(패시브),0.12,배당소득세(해외주식투자전용ETF)
283580,KODEX 차이나CSI300,2017.12.13,주식-시장대표,삼성자산운용,-3,CSI 300 Index,1.34,93155881034,-0.07,보통,실물(패시브),0.12,배당소득세(해외주식투자전용ETF)
099140,KODEX 차이나H,2007.10.10,주식-시장대표,삼성자산운용,6.84,Hang Seng China H,1.23,51599755011,0.15,높음,실물(패시브),0.12,배당소득세(해외주식투자전용ETF)
204450,KODEX 차이나H레버리지(H),2014.9.12,주식-시장대표,삼성자산운용,-12.72,Hang Seng China H,4.04,74247768520,1.03,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
415340,KODEX 차이나과창판STAR50(합성),2022.1.13,주식-시장대표,삼성자산운용,-18.55,STAR 50 Index(Price Return),1.33,14506241987,-0.47,높음,합성(패시브),0.09,배당소득세(보유기간과세)
428510,KODEX 차이나메타버스액티브,2022.5.17,주식-업종섹터-업종테마,삼성자산운용,8.68,Bloomberg Greater China Media & Tech Index(Price Return),8.85,5415714629,-2.88,높음,실물(액티브),0.5,배당소득세(보유기간과세)
256750,KODEX 차이나심천ChiNext(합성),2016.11.8,주식-시장대표,삼성자산운용,-17.86,SZSE ChiNext Price Index,0.19,20814354084,-0.07,높음,합성(패시브),0.43,배당소득세(보유기간과세)
372330,KODEX 차이나항셍테크,2020.12.16,주식-업종섹터-업종테마,삼성자산운용,-4.39,Hang Seng TECH Index,0.47,1.83039E+11,-0.46,매우높음,실물(패시브),0.11,배당소득세(보유기간과세)
138920,KODEX 콩선물(H),2011.3.15,원자재-농산물-콩,삼성자산운용,-26.11,S&P GSCI Soybeans Index(TR),1.14,6830468986,-0.08,보통,실물(패시브),0.6,배당소득세(보유기간과세)
459560,KODEX 테슬라밸류체인FactSet,2023.6.8,주식-업종섹터-업종테마,삼성자산운용,22.48,FactSet TSLA Value Chain Index(PR),4.89,12207634476,-0.18,높음,실물(패시브),0.18,배당소득세(보유기간과세)
411860,KOSEF 독일DAX,2021.12.22,주식-시장대표,키움투자자산운용,17.4,DAX Index(PR),0.95,6225459011,-0.81,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
426330,KOSEF 미국ETF산업STOXX,2022.4.26,주식-업종섹터-업종테마,키움투자자산운용,25.62,STOXX USA ETF Industry Index (KRW),0.52,3890883226,0.2,보통,실물(패시브),0.52,배당소득세(보유기간과세)
449770,KOSEF 미국S&P500,2022.12.20,주식-시장대표,키움투자자산운용,35.9,S&P 500,0.45,57194821987,0.4,낮음,실물(패시브),0.021,배당소득세(보유기간과세)
449780,KOSEF 미국S&P500(H),2022.12.20,주식-시장대표,키움투자자산운용,23,S&P 500,1.45,11404931708,0.34,낮음,실물(패시브),0.04,배당소득세(보유기간과세)
453080,KOSEF 미국나스닥100(H),2023.3.14,주식-시장대표,키움투자자산운용,25.19,NASDAQ 100,1.58,19535940416,0.58,보통,실물(패시브),0.04,배당소득세(보유기간과세)
373790,KOSEF 미국방어배당성장나스닥,2020.12.24,주식-전략-배당,키움투자자산운용,15.91,Nasdaq US Low Volatility Dividend Achievers Index,0.65,6480479000,-0.84,낮음,실물(패시브),0.4,배당소득세(보유기간과세)
483030,KOSEF 미국블록버스터바이오테크의약품+,2024.5.28,주식-업종섹터-업종테마,키움투자자산운용,0,Solactive Blockbuster Biotech Drugs Index(PR),0.34,12119674747,0.63,낮음,실물(패시브),0.49,배당소득세(보유기간과세)
474800,KOSEF 미국원유에너지기업,2024.1.16,주식-업종섹터-에너지화학,키움투자자산운용,0,MSCI US IMI Energy 25/50 Index(Price Return),0.75,28178938867,0.62,보통,실물(패시브),0.29,배당소득세(보유기간과세)
200250,KOSEF 인도Nifty50(합성),2014.6.26,주식-시장대표,키움투자자산운용,32.4,Nifty 50 Index,0.9,2.41473E+11,-0.06,낮음,합성(패시브),0.29,배당소득세(보유기간과세)
441330,KOSEF 차이나A50커넥트MSCI,2022.9.20,주식-시장대표,키움투자자산운용,4.12,MSCI China A50 Connect Index,0.69,8385478858,-1.32,보통,실물(패시브),0.2,배당소득세(보유기간과세)
445930,KOSEF 차이나A50커넥트레버리지MSCI(합성H),2022.10.25,주식-시장대표,키움투자자산운용,-13.98,MSCI China A50 Connect Index,0.47,4108265040,-3.79,매우높음,합성(패시브),0.35,배당소득세(보유기간과세)
445950,KOSEF 차이나A50커넥트인버스MSCI(합성 H),2022.10.25,주식-시장대표,키움투자자산운용,3.82,MSCI China A50 Connect Index,0.24,4956436049,2.69,보통,합성(패시브),0.35,배당소득세(보유기간과세)
454180,KOSEF 차이나내수소비TOP CSI,2023.4.4,주식-업종섹터-업종테마,키움투자자산운용,-8.02,CSI SH-HK-SZ Consumer Top Index,1.93,4262609608,-0.84,보통,실물(패시브),0.42,배당소득세(보유기간과세)
469580,RISE KP달러채권액티브,2023.11.9,채권-혼합-단기,케이비자산운용,0,KIS KP 달러채권 지수(총수익 지수),0.28,56177360677,0.04,매우낮음,실물(액티브),0.09,배당소득세(보유기간과세)
437370,RISE 글로벌농업경제,2022.7.29,주식-업종섹터-업종테마,케이비자산운용,-3.23,MVIS Global Agribusiness Index(Price Return),2.12,6331961044,-0.62,보통,실물(패시브),0.4,배당소득세(보유기간과세)
375270,RISE 글로벌데이터센터리츠(합성),2021.1.14,부동산-리츠,케이비자산운용,13.5,Kelly Data Center & Tech Infrastructure Net Total Return Index,2.42,8189156364,-0.08,보통,합성(패시브),0.4,배당소득세(분리과세부동산ETF)
475380,RISE 글로벌리얼티인컴,2024.2.20,부동산-리츠,케이비자산운용,0,Solactive Global Realty Income Index(Price Return),2.26,47933520241,0.19,낮음,실물(패시브),0.09,배당소득세(분리과세부동산ETF)
411720,RISE 글로벌메타버스,2021.12.22,주식-업종섹터-업종테마,케이비자산운용,60.74,Global Metaverse Index(Price Return),6.25,8172033304,0.99,보통,실물(패시브),0.5,배당소득세(보유기간과세)
476310,RISE 글로벌비만산업TOP2+,2024.2.27,주식-전략-전략테마,케이비자산운용,0,KEDI 글로벌 비만 산업 Top2+ 지수(Price Return),0.35,10792354630,-0.62,보통,실물(패시브),0.35,배당소득세(보유기간과세)
417450,RISE 글로벌수소경제,2022.2.15,주식-업종섹터-업종테마,케이비자산운용,-11.27,Indxx Hydrogen Economy Index (Net Total Return),5.68,12640675007,-0.34,매우높음,실물(패시브),0.4,배당소득세(보유기간과세)
442320,RISE 글로벌원자력,2022.10.13,주식-업종섹터-업종테마,케이비자산운용,70.95,iSelect 글로벌원자력 지수(시장가격),2.91,70933293842,0.69,매우높음,실물(패시브),0.4,배당소득세(보유기간과세)
461490,RISE 글로벌자산배분액티브,2023.6.27,혼합자산,케이비자산운용,20.22,Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격),0.59,70318096995,0.16,매우낮음,실물(액티브),0.2,배당소득세(보유기간과세)
459750,RISE 글로벌주식분산액티브,2023.6.27,주식-시장대표,케이비자산운용,28.31,Bloomberg Global Equity Market Weighted Index(Price Return),4.57,12867412371,-0.14,낮음,실물(액티브),0.2,배당소득세(보유기간과세)
399580,RISE 글로벌클린에너지,2021.10.21,주식-업종섹터-업종테마,케이비자산운용,-23.36,S&P Global Clean Energy Index (Price Return),4.23,8490561049,-1.7,높음,실물(패시브),0.4,배당소득세(보유기간과세)
481340,RISE 미국30년국채액티브,2024.5.28,채권-국공채-장기,케이비자산운용,0,Bloomberg U.S Treasury 20+ Year Total Return Index,4.65,10513167403,-0.08,보통,실물(액티브),0.05,배당소득세(보유기간과세)
472870,RISE 미국30년국채엔화노출(합성 H),2023.12.27,채권-국공채-장기,케이비자산운용,0,KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),0.33,3.27798E+11,-0.17,보통,합성(패시브),0.15,배당소득세(보유기간과세)
472830,RISE 미국30년국채커버드콜(합성),2023.12.14,채권-국공채-장기,케이비자산운용,0,Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR),0.33,33948059423,-0.2,낮음,합성(패시브),0.25,배당소득세(보유기간과세)
379780,RISE 미국S&P500,2021.4.9,주식-시장대표,케이비자산운용,35.08,S&P 500,0.28,4.60617E+11,0.32,낮음,실물(패시브),0.021,배당소득세(보유기간과세)
453330,RISE 미국S&P500(H),2023.3.21,주식-시장대표,케이비자산운용,20.6,S&P 500,0.25,35946541422,0.36,낮음,실물(패시브),0.021,배당소득세(보유기간과세)
460660,RISE 미국S&P배당킹,2023.6.27,주식-전략-배당,케이비자산운용,10.01,S&P Dividend Monarchs Index(Price Return),0.62,9448642656,-2.12,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
219390,RISE 미국S&P원유생산기업(합성 H),2015.6.2,주식-업종섹터-에너지화학,케이비자산운용,15.84,S&P Oil & Gas Exploration & Production Select Industry Index(PR),0.8,15915268149,0.41,높음,합성(패시브),0.25,배당소득세(보유기간과세)
354240,RISE 미국고정배당우선증권 TR,2020.5.19,혼합자산-주식+채권,케이비자산운용,21.37,ICE BofAML Core Plus Fixed Rate Preferred Securities Index,1.24,16280830782,-0.12,낮음,실물(패시브),0.5,배당소득세(보유기간과세)
368590,RISE 미국나스닥100,2020.11.6,주식-시장대표,케이비자산운용,38.37,NASDAQ 100,0.19,6.17906E+11,0.57,보통,실물(패시브),0.021,배당소득세(보유기간과세)
437350,RISE 미국단기투자등급회사채액티브,2022.7.29,채권-회사채-단기,케이비자산운용,16.44,Bloomberg US Corporate 1-5 Years Total Return Index,0.71,82095200875,0.06,매우낮음,실물(액티브),0.1,배당소득세(보유기간과세)
455960,RISE 미국달러SOFR금리액티브(합성),2023.5.16,기타,케이비자산운용,14.98,KAP SOFR 지수,2.18,51524659711,-0.28,매우낮음,합성(액티브),0.05,배당소득세(보유기간과세)
469060,RISE 미국반도체NYSE,2023.10.24,주식-업종섹터-업종테마,케이비자산운용,0,NYSE Semicondoctor Index(Price Return),0.33,20332558977,2.05,매우높음,실물(패시브),0.05,배당소득세(보유기간과세)
469050,RISE 미국반도체NYSE(H),2023.10.24,주식-업종섹터-업종테마,케이비자산운용,0,NYSE Semicondoctor Index(Price Return),0.42,27349643851,2.7,매우높음,실물(패시브),0.05,배당소득세(보유기간과세)
449580,RISE 미국빅데이터Top3채권혼합,2022.12.20,혼합자산-주식+채권,케이비자산운용,14.88,iSelect 미국 빅데이터Top3 채권혼합지수(Price Return),1.5,8195228831,0.6,낮음,실물(패시브),0.24,배당소득세(보유기간과세)
267440,RISE 미국장기국채선물(H),2017.4.20,채권-국공채-장기,케이비자산운용,-4.06,S&P U.S. Treasury Bond Futures Excess Return Index,0.67,14037601548,-0.38,낮음,실물(패시브),0.4,배당소득세(보유기간과세)
267490,RISE 미국장기국채선물레버리지(합성 H),2017.4.20,채권-국공채-장기,케이비자산운용,-13.89,S&P U.S. Treasury Bond Futures Excess Return Index,1.44,9763000681,-0.61,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
267450,RISE 미국장기국채선물인버스(H),2017.4.20,채권-국공채-장기,케이비자산운용,7.2,S&P U.S. Treasury Bond Futures Excess Return Index,1.18,2110262612,-0.53,보통,실물(패시브),0.4,배당소득세(보유기간과세)
475350,RISE 버크셔포트폴리오TOP10,2024.2.27,주식-전략-전략테마,케이비자산운용,0,Solactive Berkshire Portfolio Top10 Index(TR),0.15,20207403766,1.5,낮음,실물(패시브),0.35,배당소득세(보유기간과세)
379790,RISE 유로스탁스50(H),2021.4.9,주식-시장대표,케이비자산운용,14.55,EURO STOXX 50 Index,0.54,8818338397,-0.49,낮음,실물(패시브),0.021,배당소득세(보유기간과세)
310080,RISE 중국MSCI China(H),2018.11.28,주식-시장대표,케이비자산운용,-5.96,MSCI China NTR Index(USD) (Net Total Return),3.84,11003984314,-0.12,높음,실물(패시브),0.6,배당소득세(보유기간과세)
463300,RISE 중국본토CSI300,2023.8.8,주식-시장대표,케이비자산운용,0,CSI 300 Index,2.89,34409533358,-1.4,보통,실물(패시브),0.05,배당소득세(보유기간과세)
174360,RISE 중국본토대형주CSI100,2013.6.4,주식-시장대표,케이비자산운용,-0.43,CSI 100,0.63,67898369235,0.21,낮음,실물(패시브),0.65,배당소득세(해외주식투자전용ETF)
250730,RISE 차이나HSCEI(H),2016.8.10,주식-시장대표,케이비자산운용,-0.79,Hang Seng China H,1.25,33043352119,0.67,높음,실물(패시브),0.021,배당소득세(해외주식투자전용ETF)
291680,RISE 차이나H선물인버스(H),2018.3.23,주식-시장대표,케이비자산운용,-5.5,Hang Seng China Enterprises Futures Index(Price Return),1.36,2412418826,-0.97,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
371150,RISE 차이나항셍테크,2020.12.16,주식-업종섹터-업종테마,케이비자산운용,-4.32,Hang Seng TECH Index,0.77,7637087629,-0.46,매우높음,실물(패시브),0.14,배당소득세(보유기간과세)
334690,RISE 팔라듐선물(H),2019.9.24,원자재-금속-팔라듐,케이비자산운용,-29.27,S&P GSCI Palladium Excess Return Index,2.1,5924232285,0.57,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
334700,RISE 팔라듐선물인버스(H),2019.9.24,원자재-금속-팔라듐,케이비자산운용,21.25,S&P GSCI Palladium Excess Return Index,2.36,3197210322,-0.07,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
400590,SOL 글로벌탄소배출권선물ICE(합성),2021.9.30,기타,신한자산운용,-5.7,ICE Global Carbon Futures Index(Excess Return),0.18,15676027309,-0.44,매우높음,합성(패시브),0.55,배당소득세(보유기간과세)
461600,SOL 미국30년국채액티브(H),2023.7.11,채권-국공채-장기,신한자산운용,-7.43,KAP 미국채 20Y+ 지수(시장가격),4.47,20828070731,0.03,보통,실물(액티브),0.05,배당소득세(보유기간과세)
473330,SOL 미국30년국채커버드콜(합성),2023.12.27,채권-국공채-장기,신한자산운용,0,KEDI 미국 국채 20년+ 커버드콜 지수(NTR),1.37,1.73626E+11,-0.18,매우낮음,합성(패시브),0.25,배당소득세(보유기간과세)
479620,SOL 미국AI반도체칩메이커,2024.4.16,주식-업종섹터-업종테마,신한자산운용,0,Solactive US AI Semiconductor Chip Makers Index(PR),0.43,43517957032,2.16,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
481180,SOL 미국AI소프트웨어,2024.5.14,주식-업종섹터-업종테마,신한자산운용,0,KEDI 미국 AI 소프트웨어지수(PR),0.31,14579831765,0.65,보통,실물(패시브),0.45,배당소득세(보유기간과세)
486450,SOL 미국AI전력인프라,2024.7.16,주식-업종섹터-업종테마,신한자산운용,0,KEDI 미국AI전력인프라 지수(PR),0.07,9418421152,-0.2,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
433330,SOL 미국S&P500,2022.6.21,주식-시장대표,신한자산운용,35.63,S&P 500,0.14,97952456342,0.39,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
399110,SOL 미국S&P500ESG,2021.9.14,주식-시장대표,신한자산운용,37.57,S&P500 ESG(PR),0.28,43224466259,0.34,낮음,실물(패시브),0.15,배당소득세(보유기간과세)
476030,SOL 미국나스닥100,2024.3.12,주식-시장대표,신한자산운용,0,NASDAQ 100,0.15,21424101288,0.56,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
446720,SOL 미국배당다우존스,2022.11.15,주식-전략-배당,신한자산운용,22.87,Dow Jones U.S. Dividend 100 Price Return Index,0.61,6.08803E+11,0,낮음,실물(패시브),0.01,배당소득세(보유기간과세)
452360,SOL 미국배당다우존스(H),2023.3.21,주식-전략-배당,신한자산운용,9.53,Dow Jones U.S. Dividend 100 Price Return Index,0.68,1.74531E+11,-0.07,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
481190,SOL 미국테크TOP10,2024.5.21,주식-업종섹터-업종테마,신한자산운용,0,Solactive US Tech TOP 10 Custom Index(PR),1.37,1.19311E+11,0.68,보통,실물(패시브),0.05,배당소득세(보유기간과세)
481200,SOL 미국테크TOP10인버스(합성),2024.5.21,주식-업종섹터-업종테마,신한자산운용,0,Solactive US Tech TOP 10 Custom Index(PR),0.85,7048959701,-0.69,높음,합성(패시브),0.05,배당소득세(보유기간과세)
400580,SOL 유럽탄소배출권선물S&P(H),2021.9.30,기타,신한자산운용,-24.96,S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER,0.58,9930516873,0.05,매우높음,실물(패시브),0.55,배당소득세(보유기간과세)
459370,SOL 유럽탄소배출권선물인버스ICE(H),2023.6.20,기타,신한자산운용,21.59,ICE EUA Carbon Futures Custom Roll Index(Excess Return),0.76,6358990876,0.29,매우높음,실물(패시브),0.55,배당소득세(보유기간과세)
220130,SOL 차이나강소기업CSI500(합성 H),2015.6.8,주식-시장대표,신한자산운용,-19.83,CSI 500 지수,3.06,3046337836,0.32,보통,합성(패시브),0.6,배당소득세(보유기간과세)
415760,SOL 차이나육성산업액티브(합성),2022.1.13,주식-시장대표,신한자산운용,-19.83,STAR 50 Index(Price Return),0.47,6151162710,-1.64,높음,합성(액티브),0.55,배당소득세(보유기간과세)
413220,SOL 차이나태양광CSI(합성),2021.12.22,주식-전략-전략테마,신한자산운용,-42.49,CSI Photovoltaic Industry Index(PR),0.35,3751381026,-1.5,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
269370,TIGER S&P글로벌인프라(합성),2017.5.16,주식-업종섹터,미래에셋자산운용,14.36,S&P Global Infrastructure Index,0.68,8758210943,0.15,낮음,합성(패시브),0.4,배당소득세(보유기간과세)
248270,TIGER S&P글로벌헬스케어(합성),2016.7.1,주식-업종섹터-헬스케어,미래에셋자산운용,25.81,S&P Global 1200 Health Care Index,0.46,38691681042,0.8,낮음,합성(패시브),0.4,배당소득세(보유기간과세)
453950,TIGER TSMC밸류체인FACTSET,2023.4.4,주식-전략-전략테마,미래에셋자산운용,61.05,FactSet TSMC 밸류체인 지수(시장가격지수),1.97,33421053649,-0.8,높음,실물(패시브),0.49,배당소득세(보유기간과세)
319640,TIGER 골드선물(H),2019.4.9,원자재-금속-금,미래에셋자산운용,20.62,S&P GSCI Gold Index(TR),0.9,41395460505,0.53,낮음,실물(패시브),0.39,배당소득세(보유기간과세)
160580,TIGER 구리실물,2012.12.17,원자재-금속-구리,미래에셋자산운용,21.55,S&P GSCI Cash Copper Index,3.91,33124580754,-0.85,높음,실물(패시브),0.83,배당소득세(보유기간과세)
275980,TIGER 글로벌4차산업혁신기술(합성 H),2017.8.1,주식-업종섹터-업종테마,미래에셋자산운용,2.34,MorningStar Exponential Technologies Index(PR),0.86,1.31287E+11,-0.49,보통,합성(패시브),0.4,배당소득세(보유기간과세)
464310,TIGER 글로벌AI&로보틱스 INDXX,2023.8.17,주식-업종섹터-업종테마,미래에셋자산운용,0,Indxx Global Robotics & Artificial Intelligence Thematic Index(Net Total Return),3.66,65422899603,-0.57,보통,실물(패시브),0.49,배당소득세(보유기간과세)
466950,TIGER 글로벌AI액티브,2023.10.11,주식-업종섹터-업종테마,미래에셋자산운용,0,Indxx Artificial Intelligence and Big Data 지수(Net Total Return),11.14,1.5515E+11,-0.02,매우높음,실물(액티브),0.79,배당소득세(보유기간과세)
387270,TIGER 글로벌BBIG액티브,2021.5.25,주식-시장대표,미래에셋자산운용,37.17,NASDAQ 100,3.52,27045860823,0.45,보통,실물(액티브),0.55,배당소득세(보유기간과세)
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),2021.7.20,주식-업종섹터-업종테마,미래에셋자산운용,-34.62,Solactive Global Lithium 지수(Net Total Return),0.99,2.64655E+11,-0.56,높음,합성(패시브),0.49,배당소득세(보유기간과세)
440340,TIGER 글로벌멀티에셋TIF액티브,2022.8.30,혼합자산-주식+채권,미래에셋자산운용,18.79,INDXX 멀티에셋인컴 지수(시장가격 지수),2.16,30210134475,0.41,매우낮음,실물(액티브),0.55,배당소득세(보유기간과세)
412770,TIGER 글로벌메타버스액티브,2021.12.22,주식-업종섹터-업종테마,미래에셋자산운용,31.91,Indxx Global Metaverse Index (Price Return),5.6,1.15993E+11,-0.09,보통,실물(액티브),0.79,배당소득세(보유기간과세)
476690,TIGER 글로벌비만치료제TOP2Plus,2024.2.29,주식-업종섹터-업종테마,미래에셋자산운용,0,Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격),1.1,1.50605E+11,0.08,보통,실물(패시브),0.45,배당소득세(보유기간과세)
418670,TIGER 글로벌사이버보안INDXX,2022.2.22,주식-업종섹터-업종테마,미래에셋자산운용,33.9,Indxx Cybersecurity 지수 (총수익),1.35,16180598241,0.31,높음,실물(패시브),0.49,배당소득세(보유기간과세)
